,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
491,AMAO,American Acquisition Opportunity Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001843656,BBG00Z69M9L9,BBG00Z69M9M8,2022-12-15T00:00:00Z
492,AMAOU,American Acquisition Opportunity Inc. Units,stocks,us,XNAS,UNIT,True,usd,0001843656,BBG00Z5ZDVD2,BBG00Z5ZDVF0,2022-12-15T00:00:00Z
493,AMAOW,American Acquisition Opportunity Inc. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001843656,BBG010HFCYX2,,2022-12-15T00:00:00Z
494,AMAT,Applied Materials Inc,stocks,us,XNAS,CS,True,usd,0000006951,BBG000BBPFB9,BBG001S5NMM7,2022-12-15T00:00:00Z
495,AMAX,RH Hedged Multi-Asset Income ETF,stocks,us,ARCX,ETF,True,usd,,BBG0133TN2R6,BBG0133TN3L0,2022-12-15T00:00:00Z
496,AMBA,"Ambarella, Inc. Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001280263,,,2022-12-15T00:00:00Z
497,AMBC,"Ambac Financial Group, Inc.",stocks,us,XNYS,CS,True,usd,0000874501,BBG004HQHKK0,BBG004HQHL91,2022-12-15T00:00:00Z
498,AMBC.WS,"Ambac Financial Group, Inc.",stocks,us,XNYS,WARRANT,True,usd,0000874501,BBG004HQD8L0,,2022-12-15T00:00:00Z
499,AMBO,"Ambow Education Holding Ltd. American Depository Shares, each representing two Class A ordinary shares",stocks,us,XASE,ADRC,True,usd,0001494558,BBG000BDCP09,BBG001T99B02,2022-12-15T00:00:00Z
500,AMBP,Ardagh Metal Packaging S.A.,stocks,us,XNYS,CS,True,usd,0001845097,,,2022-12-15T00:00:00Z
501,AMBP.WS,"Ardagh Metal Packaging S.A. Warrants, each exercisable for one Share at an exercise price of $11.50 per share",stocks,us,XNYS,WARRANT,True,usd,0001845097,,,2022-12-15T00:00:00Z
502,AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",stocks,us,XNYS,CS,True,usd,0001411579,BBG000TDCVT6,BBG001SZYYL4,2022-12-15T00:00:00Z
503,AMCI,AMCI Acquisition Corp. II Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001843724,BBG00ZCX69R1,BBG00ZCX6BL2,2022-12-15T00:00:00Z
504,AMCIU,AMCI Acquisition Corp. II Units,stocks,us,XNAS,UNIT,True,usd,0001843724,BBG00Z8MTT91,BBG00Z8MTTC7,2022-12-15T00:00:00Z
505,AMCIW,AMCI Acquisition Corp. II Warrant,stocks,us,XNAS,WARRANT,True,usd,0001843724,BBG00ZSKRK12,,2022-12-15T00:00:00Z
506,AMCR,Amcor plc Ordinary Shares,stocks,us,XNYS,CS,True,usd,0001748790,,,2022-12-15T00:00:00Z
507,AMCX,AMC Networks Inc. Class A,stocks,us,XNAS,CS,True,usd,0001514991,BBG000H01H92,BBG001SLR8S3,2022-12-15T00:00:00Z
508,AMD,Advanced Micro Devices,stocks,us,XNAS,CS,True,usd,0000002488,BBG000BBQCY0,BBG001S5NN36,2022-12-15T00:00:00Z
509,AME,"Ametek, Inc.",stocks,us,XNYS,CS,True,usd,0001037868,BBG000B9XG87,BBG001S5NN54,2022-12-15T00:00:00Z
510,AMED,Amedisys Inc,stocks,us,XNAS,CS,True,usd,0000896262,BBG000B9ZV28,BBG001S5NN72,2022-12-15T00:00:00Z
511,AMEH,"Apollo Medical Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001083446,BBG000H7ZK57,BBG001S96MS2,2022-12-15T00:00:00Z
512,AMG,Affiliated Managers Group,stocks,us,XNYS,CS,True,usd,0001004434,BBG000C060M4,BBG001S6DMD6,2022-12-15T00:00:00Z
513,AMGN,Amgen Inc,stocks,us,XNAS,CS,True,usd,0000318154,BBG000BBS2Y0,BBG001S5NNL6,2022-12-15T00:00:00Z
514,AMH,AMERICAN HOMES 4 RENT,stocks,us,XNYS,CS,True,usd,0001562401,BBG003NXJNH6,BBG003NXJNJ4,2022-12-15T00:00:00Z
515,AMHpG,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,stocks,us,XNYS,PFD,True,usd,0001562401,,,2022-12-15T00:00:00Z
516,AMHpH,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,stocks,us,XNYS,PFD,True,usd,0001562401,,,2022-12-15T00:00:00Z
517,AMID,Argent Mid Cap ETF,stocks,us,XNAS,ETF,True,usd,,BBG017Z2L8P2,BBG017Z2L9J7,2022-12-15T00:00:00Z
518,AMJ,JP Morgan Alerian MLP Index ETN 5/24/24,stocks,us,ARCX,ETN,True,usd,0000019617,BBG000BHV9F9,BBG001SLBY94,2022-12-15T00:00:00Z
519,AMK,"AssetMark Financial Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001591587,BBG00F5PBW11,BBG00F5PBW20,2022-12-15T00:00:00Z
520,AMKR,Amkor Technology Inc,stocks,us,XNAS,CS,True,usd,0001047127,BBG000BCKGW7,BBG001S64YF8,2022-12-15T00:00:00Z
521,AMLP,Alerian MLP ETF,stocks,us,ARCX,ETF,True,usd,0001414040,BBG0015CS200,BBG001TBMNT5,2022-12-15T00:00:00Z
522,AMLX,"Amylyx Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001658551,BBG00DP10YT5,BBG00DP10YW1,2022-12-15T00:00:00Z
523,AMN,AMN Healthcare Services,stocks,us,XNYS,CS,True,usd,0001142750,BBG000BCT197,BBG001S6Q193,2022-12-15T00:00:00Z
524,AMNA,ETRACS Alerian Midstream Energy Index ETN,stocks,us,ARCX,ETN,True,usd,0001114446,BBG00VM434D2,BBG00VM43558,2022-12-15T00:00:00Z
525,AMNB,American National Bankshares Inc,stocks,us,XNAS,CS,True,usd,0000741516,BBG000BG8NR3,BBG001S7NGV6,2022-12-15T00:00:00Z
526,AMND,ETRACS Alerian Midstream Energy High Dividend Index ETN,stocks,us,ARCX,ETN,True,usd,0001114446,BBG00VYKD1W7,BBG00VYKD2N5,2022-12-15T00:00:00Z
527,AMOM,Qraft AI-Enhanced US Large Cap Momentum ETF,stocks,us,ARCX,ETF,True,usd,,BBG00P5NRM19,BBG00P5NRMS0,2022-12-15T00:00:00Z
528,AMOT,Allied Motion Technologies Inc,stocks,us,XNAS,CS,True,usd,0000046129,BBG000BKVYJ3,BBG001S5RST3,2022-12-15T00:00:00Z
529,AMOV,America Movil SAB de CV,stocks,us,XNYS,ADRC,True,usd,0001129137,BBG000CYNFY5,BBG001SGW6F6,2022-12-15T00:00:00Z
530,AMP,"Ameriprise Financial, Inc.",stocks,us,XNYS,CS,True,usd,0000820027,BBG000G3QLY3,BBG001SK6096,2022-12-15T00:00:00Z
531,AMPE,Ampio Pharmaceuticals Inc.,stocks,us,XASE,CS,True,usd,0001411906,BBG000JKR4K4,BBG001T0DNP3,2022-12-15T00:00:00Z
532,AMPG,AMPLITECH GROUP INC. COM,stocks,us,XNAS,CS,True,usd,0001518461,BBG00394F954,BBG00394F9X3,2022-12-15T00:00:00Z
533,AMPGW,"Amplitech Group, Inc. Warrants",stocks,us,XNAS,WARRANT,True,usd,0001518461,BBG00Z9BGRC8,,2022-12-15T00:00:00Z
534,AMPH,"Amphastar Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001297184,BBG000BW90S6,BBG001SCM4W2,2022-12-15T00:00:00Z
535,AMPL,"Amplitude, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001866692,BBG012CDTZY6,BBG012CDTZZ5,2022-12-15T00:00:00Z
536,AMPS,"Altus Power, Inc.",stocks,us,XNYS,CS,True,usd,0001828723,BBG00Y48ZLF2,BBG00Y48ZM97,2022-12-15T00:00:00Z
537,AMPX,"Amprius Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0001899287,BBG019MBDC63,BBG019MBDD16,2022-12-15T00:00:00Z
538,AMPX.WS,"Amprius Technologies, Inc. Warrants to purchase one share of Common Stock at an exercise price of $11.50 per share",stocks,us,XNYS,WARRANT,True,usd,0001899287,BBG016X0TFF7,,2022-12-15T00:00:00Z
539,AMPY,Amplify Energy Corp.,stocks,us,XNYS,CS,True,usd,0001533924,BBG00F0YM0Z8,BBG00F0YM1R5,2022-12-15T00:00:00Z
540,AMR,"Alpha Metallurgical Resources, Inc.",stocks,us,XNYS,CS,True,usd,0001704715,BBG00DGWV035,BBG00DGWV044,2022-12-15T00:00:00Z
541,AMRC,"Ameresco, Inc.",stocks,us,XNYS,CS,True,usd,0001488139,BBG000BD1QL6,BBG001S6P9W1,2022-12-15T00:00:00Z
542,AMRK,"A-Mark Precious Metals, Inc.",stocks,us,XNAS,CS,True,usd,0001591588,BBG005ZVDK48,BBG005ZVDK57,2022-12-15T00:00:00Z
543,AMRN,Amarin Corp Plc,stocks,us,XNAS,ADRC,True,usd,0000897448,BBG000BPYG99,BBG001SD42R0,2022-12-15T00:00:00Z
544,AMRS,Amyris Inc.,stocks,us,XNAS,CS,True,usd,0001365916,BBG000DW5XK4,BBG001T20G05,2022-12-15T00:00:00Z
545,AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock",stocks,us,XNYS,CS,True,usd,0001723128,BBG00462PGG0,BBG00462PGH9,2022-12-15T00:00:00Z
546,AMS,American Shared Hospital Services,stocks,us,XASE,CS,True,usd,0000744825,BBG000BBVZ37,BBG001S5NPF8,2022-12-15T00:00:00Z
547,AMSC,American Superconductor Corp,stocks,us,XNAS,CS,True,usd,0000880807,BBG000CP3D44,BBG001S70C31,2022-12-15T00:00:00Z
548,AMSF,"AMERISAFE, Inc.",stocks,us,XNAS,CS,True,usd,0001018979,BBG000Q0JJQ0,BBG001SDH7B2,2022-12-15T00:00:00Z
549,AMST,Amesite Inc.,stocks,us,XNAS,CS,True,usd,0001807166,BBG00KY7FCW4,BBG00KY7FCX3,2022-12-15T00:00:00Z
550,AMSWA,"American Software, Inc.",stocks,us,XNAS,CS,True,usd,0000713425,BBG000BBWFN8,BBG001S5NPN9,2022-12-15T00:00:00Z
551,AMT,American Tower Corporation,stocks,us,XNYS,CS,True,usd,0001053507,BBG000B9XYV2,BBG001S5NPQ6,2022-12-15T00:00:00Z
552,AMTB,Amerant Bancorp Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001734342,BBG001KHCXD7,BBG001V0P1S2,2022-12-15T00:00:00Z
553,AMTD,"AMTD IDEA Group American Depositary Shares, each representing two (2) Class A Ordinary Shares",stocks,us,XNYS,ADRC,True,usd,0001769731,BBG00PH297Y9,BBG00PH298P7,2022-12-15T00:00:00Z
554,AMTI,Applied Molecular Transport Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001801777,BBG00R240WL5,BBG00R240WM4,2022-12-15T00:00:00Z
555,AMTR,ETRACS Alerian Midstream Energy Total Return Index ETN,stocks,us,ARCX,ETN,True,usd,0001114446,BBG00XY92M81,BBG00XY92N34,2022-12-15T00:00:00Z
556,AMTX,"Aemetis, Inc. (DE) Common Stock",stocks,us,XNAS,CS,True,usd,0000738214,BBG000BWBZY9,BBG001SCST33,2022-12-15T00:00:00Z
557,AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",stocks,us,ARCX,ETN,True,usd,0001114446,BBG00B59KB85,BBG00B59KB76,2022-12-15T00:00:00Z
558,AMV,"Atlis Motor Vehicles, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001722969,BBG0136XRZC3,BBG0136XRZJ6,2022-12-15T00:00:00Z
559,AMWD,American Woodmark Corp,stocks,us,XNAS,CS,True,usd,0000794619,BBG000BBX657,BBG001S5NQ57,2022-12-15T00:00:00Z
560,AMWL,American Well Corporation,stocks,us,XNYS,CS,True,usd,0001393584,BBG002R1JYY1,BBG002R1JYZ0,2022-12-15T00:00:00Z
561,AMX,America Movil S.A.B de C.V,stocks,us,XNYS,ADRC,True,usd,0001129137,BBG000CYPVX9,BBG001SGW6H4,2022-12-15T00:00:00Z
562,AMYT,Amryt Pharma plc American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001783010,BBG00Q9V0R86,BBG00Q9V0S11,2022-12-15T00:00:00Z
563,AMZA,InfraCap MLP ETF,stocks,us,ARCX,ETF,True,usd,0001559109,BBG0077X4F42,BBG0077X4F33,2022-12-15T00:00:00Z
564,AMZD,Direxion Daily AMZN Bear 1X Shares,stocks,us,XNAS,ETS,True,usd,,BBG019HFY6V2,BBG019HFY7P7,2022-12-15T00:00:00Z
565,AMZN,Amazon.Com Inc,stocks,us,XNAS,CS,True,usd,0001018724,BBG000BVPV84,BBG001S5PQL7,2022-12-15T00:00:00Z
566,AMZU,Direxion Daily AMZN Bull 1.5X Shares,stocks,us,XNAS,ETS,True,usd,,BBG019HFXXC5,BBG019HFXY60,2022-12-15T00:00:00Z
567,AN,"AutoNation, Inc.",stocks,us,XNYS,CS,True,usd,0000350698,BBG000BBXLW4,BBG001S5NQB0,2022-12-15T00:00:00Z
568,ANAB,"AnaptysBio, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001370053,BBG0026ZDHR0,BBG0026ZDHT8,2022-12-15T00:00:00Z
569,ANAC,Arctos NorthStar Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001829558,,,2022-12-15T00:00:00Z
570,ANAC.U,"Arctos NorthStar Acquisition Corp. Units, each consisting of one Class A ordinary share, and one-fourth of one redeemable warrant",stocks,us,XNYS,UNIT,True,usd,0001829558,,,2022-12-15T00:00:00Z
571,ANAC.WS,"Arctos NorthStar Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",stocks,us,XNYS,WARRANT,True,usd,0001829558,,,2022-12-15T00:00:00Z
572,ANDE,Andersons Inc/The,stocks,us,XNAS,CS,True,usd,0000821026,BBG000BF8CN3,BBG001S60FJ9,2022-12-15T00:00:00Z
573,ANEB,"Anebulo Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001815974,BBG00ZWY5GC8,BBG00ZWY5GD7,2022-12-15T00:00:00Z
574,ANET,Arista Networks,stocks,us,XNYS,CS,True,usd,0001596532,BBG000N2HDY5,BBG001T51KQ0,2022-12-15T00:00:00Z
575,ANEW,ProShares MSCI Transformational Changes ETF,stocks,us,ARCX,ETF,True,usd,0001174610,BBG00XTVWSW5,BBG00XTVWTQ0,2022-12-15T00:00:00Z
576,ANF,Abercrombie & Fitch Co.,stocks,us,XNYS,CS,True,usd,0001018840,BBG000H9G7X2,BBG001S97027,2022-12-15T00:00:00Z
577,ANGH,Anghami Inc. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001871983,,,2022-12-15T00:00:00Z
578,ANGHW,Anghami Inc. Warrants,stocks,us,XNAS,WARRANT,True,usd,0001871983,,,2022-12-15T00:00:00Z
579,ANGI,Angi Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001705110,BBG00HVKH3Q0,BBG00HVKH4F0,2022-12-15T00:00:00Z
580,ANGL,VanEck Fallen Angel High Yield Bond ETF,stocks,us,XNAS,ETF,True,usd,0001137360,BBG002VZY764,BBG002VZY7Y3,2022-12-15T00:00:00Z
581,ANGN,Angion Biomedica Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001601485,BBG00444GM02,BBG00444GM11,2022-12-15T00:00:00Z
582,ANGO,"AngioDynamics, Inc.",stocks,us,XNAS,CS,True,usd,0001275187,BBG000BB5621,BBG001S5RPY3,2022-12-15T00:00:00Z
583,ANIK,Anika Therapeutics Inc,stocks,us,XNAS,CS,True,usd,0000898437,BBG000BBKZD8,BBG001S609X7,2022-12-15T00:00:00Z
584,ANIP,"ANI Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001023024,BBG000KK1L04,BBG001S9DR85,2022-12-15T00:00:00Z
585,ANIX,"Anixa Biosciences, Inc.",stocks,us,XNAS,CS,True,usd,0000715446,BBG000BG3J79,BBG001S5Q1P7,2022-12-15T00:00:00Z
586,ANNX,"Annexon, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001528115,BBG007QVDFG2,BBG007QVDFH1,2022-12-15T00:00:00Z
587,ANPC,"AnPac Bio-Medical Science Co., Ltd. American Depositary Shares",stocks,us,XNAS,ADRC,True,usd,0001786511,BBG00QRFRFM2,BBG00QRFRGC1,2022-12-15T00:00:00Z
588,ANSS,Ansys Inc,stocks,us,XNAS,CS,True,usd,0001013462,BBG000GXZ4W7,BBG001S926L8,2022-12-15T00:00:00Z
589,ANTE,AirNet Technology Inc. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001413745,BBG000BJ8QD5,BBG001SC4W23,2022-12-15T00:00:00Z
590,ANTX,"AN2 Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001880438,BBG00QYLYBK4,BBG00QYLYBL3,2022-12-15T00:00:00Z
591,ANVS,"Annovis Bio, Inc.",stocks,us,XNYS,CS,True,usd,0001477845,BBG00PN9XD40,BBG00PN9XDJ4,2022-12-15T00:00:00Z
592,ANY,Sphere 3D Corp. Common Shares,stocks,us,XNAS,CS,True,usd,0001591956,BBG004Z3JRW1,BBG001T8QYM1,2022-12-15T00:00:00Z
593,ANZU,Anzu Special Acquisition Corp I Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001840877,BBG00Z6RQKY6,BBG00Z6RQKZ5,2022-12-15T00:00:00Z
594,ANZUU,Anzu Special Acquisition Corp I Units,stocks,us,XNAS,UNIT,True,usd,0001840877,BBG00Z6FBHH4,BBG00Z6FBJC5,2022-12-15T00:00:00Z
595,ANZUW,Anzu Special Acquisition Corp I Warrant,stocks,us,XNAS,WARRANT,True,usd,0001840877,BBG00Z83KPF3,,2022-12-15T00:00:00Z
596,AOA,iShares Core Aggressive Allocation ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG000KD8RP3,BBG001T3YVL0,2022-12-15T00:00:00Z
597,AOD,abrdn Total Dynamic Dividend Fund,stocks,us,XNYS,FUND,True,usd,0001379400,BBG000QC34R3,BBG001SS0YX4,2022-12-15T00:00:00Z
598,AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001881741,BBG012F71ST8,BBG012F71TN2,2022-12-15T00:00:00Z
599,AOGOU,Arogo Capital Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001881741,BBG012DX37Q0,BBG012DX38K4,2022-12-15T00:00:00Z
600,AOGOW,Arogo Capital Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001881741,BBG0159G87P1,,2022-12-15T00:00:00Z
601,AOK,iShares Core Conservative Allocation ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG000KD2X85,BBG001T3YTX2,2022-12-15T00:00:00Z
602,AOM,iShares Core Moderate Allocation ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG000KD5M13,BBG001T3YV21,2022-12-15T00:00:00Z
603,AOMR,"Angel Oak Mortgage, Inc.",stocks,us,XNYS,CS,True,usd,0001766478,BBG0113S8MK2,BBG0113S8ND8,2022-12-15T00:00:00Z
604,AON,Aon plc Class A,stocks,us,XNYS,CS,True,usd,0000315293,,,2022-12-15T00:00:00Z
605,AOR,iShares Core Growth Allocation ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG000KD76D3,BBG001T3YV58,2022-12-15T00:00:00Z
606,AORT,"Artivion, Inc.",stocks,us,XNYS,CS,True,usd,0000784199,BBG000BMLVJ6,BBG001SB3CB0,2022-12-15T00:00:00Z
607,AOS,A.O. Smith Corporation,stocks,us,XNYS,CS,True,usd,0000091142,BBG000BC1L02,BBG001S5NRY3,2022-12-15T00:00:00Z
608,AOSL,Alpha and Omega Semiconductor Limited,stocks,us,XNAS,CS,True,usd,0001387467,,,2022-12-15T00:00:00Z
609,AOTG,AOT Growth and Innovation ETF,stocks,us,XNAS,ETF,True,usd,,BBG017PHCW68,BBG017PHCX11,2022-12-15T00:00:00Z
610,AOUT,"American Outdoor Brands, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001808997,BBG00QV8FS02,BBG00QV8FS11,2022-12-15T00:00:00Z
611,AP,Ampco-Pittsburgh Corp.,stocks,us,XNYS,CS,True,usd,0000006176,BBG000BC20T6,BBG001S5NS08,2022-12-15T00:00:00Z
612,AP.WS,Ampco-Pittsburgh Corporation Series A Warrants to purchase Shares of common stock,stocks,us,XASE,WARRANT,True,usd,0000006176,BBG00XJFRGH0,,2022-12-15T00:00:00Z
613,APA,APA Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001841666,BBG00YTS96G2,BBG00YTS96H1,2022-12-15T00:00:00Z
614,APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001844981,,,2022-12-15T00:00:00Z
615,APACU,StoneBridge Acquisition Corporation Unit,stocks,us,XNAS,UNIT,True,usd,0001844981,,,2022-12-15T00:00:00Z
616,APACW,StoneBridge Acquisition Corporation Warrant,stocks,us,XNAS,WARRANT,True,usd,0001844981,,,2022-12-15T00:00:00Z
617,APAM,ARTISAN PARTNERS ASSET MANAGEMENT INC.,stocks,us,XNYS,CS,True,usd,0001517302,BBG001M6CZY1,BBG001V107T3,2022-12-15T00:00:00Z
618,APCA,AP Acquisition Corp,stocks,us,XNYS,CS,True,usd,0001862993,,,2022-12-15T00:00:00Z
619,APCA.U,"AP Acquisition Corp Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",stocks,us,XNYS,UNIT,True,usd,0001862993,,,2022-12-15T00:00:00Z
620,APCA.WS,"AP Acquisition Corp Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",stocks,us,XNYS,WARRANT,True,usd,0001862993,,,2022-12-15T00:00:00Z
621,APCX,AppTech Payments Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001070050,BBG000CC6C60,BBG001SC5638,2022-12-15T00:00:00Z
622,APCXW,AppTech Payments Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001070050,BBG01463FD02,,2022-12-15T00:00:00Z
623,APD,"Air Products & Chemicals, Inc.",stocks,us,XNYS,CS,True,usd,0000002969,BBG000BC4JJ4,BBG001S5NSB6,2022-12-15T00:00:00Z
624,APDN,"Applied DNA Sciences, Inc.",stocks,us,XNAS,CS,True,usd,0000744452,BBG000DGRCY6,BBG001SDFYK5,2022-12-15T00:00:00Z
625,APE,"AMC Entertainment Holdings, Inc. AMC Preferred Equity Units, each constituting a depositary share representing a 1/100th interest in a share of Series A Convertible Participating Preferred Stock",stocks,us,XNYS,SP,True,usd,0001411579,BBG0193BSZB1,BBG0193BT054,2022-12-15T00:00:00Z
626,APEI,"American Public Education, Inc.",stocks,us,XNAS,CS,True,usd,0001201792,BBG000RVD346,BBG001SRS4S8,2022-12-15T00:00:00Z
627,APEN,"Apollo Endosurgery, Inc.",stocks,us,XNAS,CS,True,usd,0001251769,BBG000K5WM92,BBG001SJHD44,2022-12-15T00:00:00Z
628,APG,APi Group Corporation,stocks,us,XNYS,CS,True,usd,0001796209,BBG00HXKRGY9,BBG00HVV7984,2022-12-15T00:00:00Z
629,APGB,Apollo Strategic Growth Capital II,stocks,us,XNYS,CS,True,usd,0001838337,,,2022-12-15T00:00:00Z
630,APGB.U,"Apollo Strategic Growth Capital II Units, each consisting of one Class A ordinary share, and one-fifth of one warrant",stocks,us,XNYS,UNIT,True,usd,0001838337,,,2022-12-15T00:00:00Z
631,APGB.WS,"Apollo Strategic Growth Capital II Warrants, each exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share",stocks,us,XNYS,WARRANT,True,usd,0001838337,,,2022-12-15T00:00:00Z
632,APGN,"Apexigen, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001814140,BBG00WS69YR2,BBG00WS69YS1,2022-12-15T00:00:00Z
633,APGNW,"Apexigen, Inc. WarrantApexigen, Inc. Warrant",stocks,us,XNAS,WARRANT,True,usd,0001814140,BBG00ZCN7MM8,,2022-12-15T00:00:00Z
634,APH,Amphenol Corporation,stocks,us,XNYS,CS,True,usd,0000820313,BBG000B9YJ35,BBG001S5NSK6,2022-12-15T00:00:00Z
635,API,"Agora, Inc. American Depositary Shares",stocks,us,XNAS,ADRC,True,usd,0001802883,BBG00V9VKFB5,BBG00V9VKG50,2022-12-15T00:00:00Z
636,APLD,Applied Digital Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001144879,BBG000DSJYS8,BBG001SK4K76,2022-12-15T00:00:00Z
637,APLE,"Apple Hospitality REIT, Inc.",stocks,us,XNYS,CS,True,usd,0001418121,BBG006473QX9,BBG006473QY8,2022-12-15T00:00:00Z
638,APLS,"Apellis Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001492422,BBG007KGRPY4,BBG007KGRPZ3,2022-12-15T00:00:00Z
639,APLT,"Applied Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001697532,BBG000DD0489,BBG001SMJMY2,2022-12-15T00:00:00Z
640,APM,Aptorum Group Limited Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001734005,,,2022-12-15T00:00:00Z
641,APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001857662,BBG011QPW5R6,BBG011QPW6L0,2022-12-15T00:00:00Z
642,APMIU,AxonPrime Infrastructure Acquisition Corporation Unit,stocks,us,XNAS,UNIT,True,usd,0001857662,BBG011QPV1R6,BBG011QPV2L0,2022-12-15T00:00:00Z
643,APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants,stocks,us,XNAS,WARRANT,True,usd,0001857662,BBG011X1G2F9,,2022-12-15T00:00:00Z
644,APN,Apeiron Capital Investment Corp,stocks,us,XNYS,CS,True,usd,0001849011,BBG011RTZGP2,BBG011RTZGR0,2022-12-15T00:00:00Z
645,APN.U,"Apeiron Capital Investment Corp. Units, each consisting of one share of Class A Common Stock and one-half of one Redeemable Warrant",stocks,us,XNYS,UNIT,True,usd,0001849011,BBG011LRZ2J0,BBG011LRZ2M6,2022-12-15T00:00:00Z
646,APN.WS,Apeiron Capital Investment Corp. Redeemable Warrants,stocks,us,XNYS,WARRANT,True,usd,0001849011,BBG0125LRJ74,,2022-12-15T00:00:00Z
647,APO,"Apollo Global Management, Inc.",stocks,us,XNYS,CS,True,usd,0001858681,BBG00ZNLTFK3,BBG00ZNLTFL2,2022-12-15T00:00:00Z
648,APOG,Apogee Enterprises Inc,stocks,us,XNAS,CS,True,usd,0000006845,BBG000BC6L61,BBG001S5NSY1,2022-12-15T00:00:00Z
649,APP,Applovin Corporation Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001751008,BBG006HFPX77,BBG006HFPX86,2022-12-15T00:00:00Z
650,APPF,"AppFolio, Inc. Class A",stocks,us,XNAS,CS,True,usd,0001433195,BBG008GC8CP6,BBG008GC8CS3,2022-12-15T00:00:00Z
651,APPH,"AppHarvest, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001807707,BBG00VDGP717,BBG00VDGP7T7,2022-12-15T00:00:00Z
652,APPHW,"AppHarvest, Inc. Warrants",stocks,us,XNAS,WARRANT,True,usd,0001807707,BBG00VDHM6M7,,2022-12-15T00:00:00Z
653,APPN,Appian Corporation Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001441683,BBG001C7PMJ2,BBG001TWHH63,2022-12-15T00:00:00Z
654,APPS,"Digital Turbine, Inc.",stocks,us,XNAS,CS,True,usd,0000317788,BBG000HZ3562,BBG001SPBG12,2022-12-15T00:00:00Z
655,APRE,"Aprea Therapeutics, Inc. Common stock",stocks,us,XNAS,CS,True,usd,0001781983,BBG00Q6Q3K37,BBG00Q6Q3KV6,2022-12-15T00:00:00Z
